Date,datetime,cash_type,card,Value,coffee_name,Return,SMA_7,SMA_30,Vol_20
07-04-2024,16:24.9,card,ANON-0000-0000-0100,28.9,Cortado,-0.253229974,35.9,34.41666667,0.246012638
07-04-2024,17:30.6,card,ANON-0000-0000-0100,24,Espresso,-0.169550173,34.5,33.88333333,0.230674595
07-04-2024,01:16.6,card,ANON-0000-0000-0101,38.7,Hot Chocolate,0.6125,34.5,34.17333333,0.222899014
08-04-2024,18:09.7,card,ANON-0000-0000-0105,28.9,Americano,-0.253229974,33.8,33.84666667,0.231116653
08-04-2024,41:37.8,card,ANON-0000-0000-0017,38.7,Latte,0.339100346,33.8,34.17333333,0.242721504
08-04-2024,23:59.3,card,ANON-0000-0000-0106,38.7,Cappuccino,0,33.8,34.5,0.232288083
08-04-2024,22:27.5,card,ANON-0000-0000-0024,33.8,Americano with Milk,-0.126614987,33.1,34.33666667,0.235180845
08-04-2024,43:36.9,cash,,35,Americano with Milk,0.035502959,33.97142857,34.21333333,0.234081762
08-04-2024,54:25.9,cash,,25,Espresso,-0.285714286,34.11428571,33.75666667,0.241461654
08-04-2024,04:47.0,card,ANON-0000-0000-0104,38.7,Cappuccino,0.548,34.11428571,34.08333333,0.259896152
08-04-2024,01:20.5,card,ANON-0000-0000-0012,28.9,Americano,-0.253229974,34.11428571,33.71333333,0.259896152
08-04-2024,59:27.6,card,ANON-0000-0000-0103,38.7,Cappuccino,0.339100346,34.11428571,34.20333333,0.268848154
08-04-2024,58:21.1,card,ANON-0000-0000-0102,33.8,Americano with Milk,-0.126614987,33.41428571,33.99666667,0.27145217
09-04-2024,22:27.4,cash,,40,Cappuccino,0.183431953,34.3,33.99666667,0.26454097
09-04-2024,24:10.1,cash,,30,Americano,-0.25,33.58571429,33.66333333,0.269804015
09-04-2024,42:28.5,card,ANON-0000-0000-0091,38.7,Latte,0.29,35.54285714,33.99,0.275091379
09-04-2024,11:48.7,card,ANON-0000-0000-0107,38.7,Hot Chocolate,0,35.54285714,34.28,0.272685952
09-04-2024,25:23.9,card,ANON-0000-0000-0049,38.7,Hot Chocolate,0,36.94285714,34.44333333,0.271637774
10-04-2024,21:26.2,cash,,25,Espresso,-0.354005168,34.98571429,34.31333333,0.285001486
10-04-2024,55:07.0,cash,,40,Hot Chocolate,0.6,35.87142857,34.35666667,0.313617629
10-04-2024,55:31.2,card,ANON-0000-0000-0108,24,Espresso,-0.4,33.58571429,34.19333333,0.322523827
10-04-2024,24:59.3,card,ANON-0000-0000-0009,38.7,Cappuccino,0.6125,34.82857143,34.52,0.342994054
10-04-2024,04:05.4,card,ANON-0000-0000-0109,38.7,Latte,0,34.82857143,34.84666667,0.319034021
11-04-2024,18:36.6,card,ANON-0000-0000-0024,33.8,Americano with Milk,-0.126614987,34.12857143,34.68333333,0.314023373
11-04-2024,16:56.6,card,ANON-0000-0000-0106,38.7,Cappuccino,0.144970414,34.12857143,34.84666667,0.307591766
11-04-2024,42:59.4,card,ANON-0000-0000-0110,28.9,Americano,-0.253229974,34.68571429,34.52,0.314525243
11-04-2024,41:23.2,card,ANON-0000-0000-0110,28.9,Americano,0,33.1,34.35666667,0.312498567
11-04-2024,35:23.1,card,ANON-0000-0000-0017,38.7,Latte,0.339100346,35.2,34.35666667,0.319802207
12-04-2024,03:43.4,card,ANON-0000-0000-0019,38.7,Hot Chocolate,0,35.2,34.35666667,0.310236755
12-04-2024,38:23.2,card,ANON-0000-0000-0009,28.9,Cortado,-0.253229974,33.8,34.03,0.29594138
13-04-2024,29:19.8,card,ANON-0000-0000-0009,38.7,Latte,0.339100346,34.5,34.35666667,0.296311747
13-04-2024,43:02.4,card,ANON-0000-0000-0012,28.9,Americano,-0.253229974,33.1,34.52,0.29594138
13-04-2024,06:52.3,cash,,40,Hot Chocolate,0.384083045,34.68571429,34.56333333,0.30412576
13-04-2024,07:56.0,cash,,40,Hot Chocolate,0,36.27142857,34.93333333,0.302656953
13-04-2024,18:03.9,card,ANON-0000-0000-0111,38.7,Cappuccino,-0.0325,36.27142857,34.93333333,0.295473876
13-04-2024,19:39.8,card,ANON-0000-0000-0111,38.7,Latte,0,36.27142857,34.93333333,0.290241079
13-04-2024,51:26.0,card,ANON-0000-0000-0112,38.7,Cappuccino,0,37.67142857,35.09666667,0.290241079
13-04-2024,53:19.2,card,ANON-0000-0000-0012,38.7,Cappuccino,0,37.67142857,35.22,0.290241079
14-04-2024,46:27.7,card,ANON-0000-0000-0017,38.7,Cappuccino,0,39.07142857,35.67666667,0.275540612
14-04-2024,59:54.8,card,ANON-0000-0000-0012,28.9,Cortado,-0.253229974,37.48571429,35.35,0.251750878
14-04-2024,25:18.1,card,ANON-0000-0000-0012,28.9,Americano,0,35.9,35.35,0.232411026
14-04-2024,38:19.6,card,ANON-0000-0000-0115,38.7,Cappuccino,0.339100346,35.9,35.35,0.202625772
14-04-2024,00:45.4,card,ANON-0000-0000-0019,38.7,Latte,0,35.9,35.51333333,0.202625772
14-04-2024,24:26.9,card,ANON-0000-0000-0012,28.9,Americano,-0.253229974,34.5,35.14333333,0.209274286
14-04-2024,29:06.9,cash,,30,Cortado,0.038062284,33.25714286,35.14333333,0.207063151
14-04-2024,21:49.8,card,ANON-0000-0000-0114,28.9,Cortado,-0.036666667,31.85714286,34.81666667,0.198209449
14-04-2024,31:36.0,cash,,35,Americano with Milk,0.211072664,32.72857143,34.69333333,0.20277469
14-04-2024,23:31.6,card,ANON-0000-0000-0012,28.9,Americano,-0.174285714,32.72857143,34.36666667,0.193666107
14-04-2024,27:09.0,cash,,30,Cortado,0.038062284,31.48571429,34.53333333,0.193824587
14-04-2024,24:39.0,card,ANON-0000-0000-0113,38.7,Cappuccino,0.29,31.48571429,34.49,0.19384654
14-04-2024,55:27.4,cash,,40,Latte,0.033591731,33.07142857,35.02333333,0.179892719
15-04-2024,45:24.6,card,ANON-0000-0000-0064,28.9,Americano,-0.2775,32.91428571,34.69666667,0.181879185
15-04-2024,01:46.4,card,ANON-0000-0000-0003,28.9,Americano,0,32.91428571,34.37,0.159835342
15-04-2024,02:49.7,card,ANON-0000-0000-0004,33.8,Americano with Milk,0.169550173,32.74285714,34.37,0.164480634
15-04-2024,33:03.0,card,ANON-0000-0000-0009,33.8,Americano with Milk,0,33.44285714,34.20666667,0.164255185
15-04-2024,41:58.1,cash,,25,Espresso,-0.26035503,32.72857143,34.07666667,0.174755947
16-04-2024,09:05.3,card,ANON-0000-0000-0050,38.7,Cocoa,0.548,32.72857143,34.40333333,0.214351574
16-04-2024,43:23.0,card,ANON-0000-0000-0009,38.7,Cappuccino,0,32.54285714,34.40333333,0.214351574
16-04-2024,42:04.2,card,ANON-0000-0000-0024,33.8,Americano with Milk,-0.126614987,33.24285714,34.24,0.216847491
16-04-2024,03:16.9,card,ANON-0000-0000-0118,28.9,Americano,-0.144970414,33.24285714,34.24,0.211093321
16-04-2024,52:07.7,card,ANON-0000-0000-0064,28.9,Cortado,0,32.54285714,33.91333333,0.211093321
16-04-2024,40:47.7,card,ANON-0000-0000-0117,38.7,Cocoa,0.339100346,33.24285714,34.24,0.211093321
16-04-2024,46:25.7,card,ANON-0000-0000-0116,33.8,Americano with Milk,-0.126614987,34.5,34.03333333,0.213598679
16-04-2024,43:49.9,cash,,35,Americano with Milk,0.035502959,33.97142857,33.86666667,0.204181965
17-04-2024,32:59.8,card,ANON-0000-0000-0012,28.9,Americano,-0.174285714,32.57142857,33.54,0.209082277
17-04-2024,44:00.2,card,ANON-0000-0000-0119,24,Espresso,-0.169550173,31.17142857,33.05,0.212958878
17-04-2024,13:24.3,cash,,40,Cappuccino,0.666666667,32.75714286,33.09333333,0.25563061
17-04-2024,01:35.1,card,ANON-0000-0000-0120,38.7,Cappuccino,-0.0325,34.15714286,33.09333333,0.251503019
17-04-2024,02:40.7,card,ANON-0000-0000-0120,38.7,Cappuccino,0,34.15714286,33.09333333,0.251665628
17-04-2024,14:03.2,card,ANON-0000-0000-0121,28.9,Cortado,-0.253229974,33.45714286,33.09333333,0.25240699
18-04-2024,40:49.0,card,ANON-0000-0000-0009,38.7,Hot Chocolate,0.339100346,33.98571429,33.42,0.26285294
18-04-2024,39:51.2,card,ANON-0000-0000-0024,38.7,Hot Chocolate,0,35.38571429,33.42,0.253098049
18-04-2024,44:15.8,card,ANON-0000-0000-0069,38.7,Latte,0,37.48571429,33.42,0.253098049
18-04-2024,35:49.4,card,ANON-0000-0000-0123,38.7,Latte,0,37.3,33.74666667,0.25138138
18-04-2024,21:05.9,card,ANON-0000-0000-0085,38.7,Cappuccino,0,37.3,34.03666667,0.25138138
18-04-2024,50:17.3,card,ANON-0000-0000-0122,28.9,Cortado,-0.253229974,35.9,34.03666667,0.250949914
18-04-2024,49:12.7,card,ANON-0000-0000-0122,33.8,Americano with Milk,0.169550173,36.6,33.99666667,0.222701504
18-04-2024,20:05.7,card,ANON-0000-0000-0003,28.9,Americano,-0.144970414,35.2,33.99666667,0.225503815
18-04-2024,19:01.7,card,ANON-0000-0000-0003,28.9,Americano,0,33.8,33.96,0.223345976
18-04-2024,34:19.8,card,ANON-0000-0000-0123,38.7,Cappuccino,0.339100346,33.8,33.96,0.231461281
19-04-2024,25:33.4,card,ANON-0000-0000-0009,33.8,Americano with Milk,-0.126614987,33.1,33.75333333,0.234233756
19-04-2024,23:19.3,card,ANON-0000-0000-0024,38.7,Cocoa,0.144970414,33.1,34.08,0.224592054
19-04-2024,58:54.1,card,ANON-0000-0000-0124,38.7,Hot Chocolate,0,34.5,34.40666667,0.221990609
19-04-2024,59:49.7,card,ANON-0000-0000-0124,38.7,Cappuccino,0,35.2,34.57,0.222061189
19-04-2024,11:47.8,card,ANON-0000-0000-0040,33.8,Americano with Milk,-0.126614987,35.9,34.57,0.220053472
19-04-2024,10:36.3,card,ANON-0000-0000-0001,38.7,Latte,0.144970414,37.3,35.02666667,0.216428819
19-04-2024,13:20.9,card,ANON-0000-0000-0040,38.7,Cappuccino,0,37.3,35.02666667,0.159131487
20-04-2024,30:55.3,card,ANON-0000-0000-0128,37.72,Latte,-0.025322997,37.86,34.994,0.159038605
20-04-2024,28:46.9,card,ANON-0000-0000-0127,37.72,Cappuccino,0,37.72,35.12466667,0.159038605
20-04-2024,27:41.5,card,ANON-0000-0000-0127,37.72,Cappuccino,0,37.58,35.41866667,0.14653557
20-04-2024,07:58.0,cash,,39,Cocoa,0.033934252,37.62285714,35.75533333,0.126398126
20-04-2024,49:25.1,card,ANON-0000-0000-0126,32.82,Americano with Milk,-0.158461538,37.48285714,35.55933333,0.131764579
20-04-2024,22:40.7,card,ANON-0000-0000-0012,32.82,Americano with Milk,0,36.64285714,35.52666667,0.131764579
20-04-2024,11:00.3,card,ANON-0000-0000-0009,33.8,Americano with Milk,0.029859842,35.94285714,35.48666667,0.13193524
20-04-2024,10:55.2,card,ANON-0000-0000-0118,38.7,Hot Chocolate,0.144970414,36.08285714,35.81333333,0.135782905
20-04-2024,09:47.9,card,ANON-0000-0000-0118,33.8,Americano with Milk,-0.126614987,35.52285714,36.14,0.12549434
20-04-2024,08:37.4,card,ANON-0000-0000-0118,28.9,Americano,-0.144970414,34.26285714,35.77,0.12480453
20-04-2024,09:42.7,card,ANON-0000-0000-0125,33.8,Americano with Milk,0.169550173,33.52,35.60666667,0.12549434
20-04-2024,08:35.7,card,ANON-0000-0000-0125,33.8,Americano with Milk,0,33.66,35.44333333,0.12549434
20-04-2024,24:42.7,cash,,35,Americano with Milk,0.035502959,33.97142857,35.64666667,0.099989672
20-04-2024,44:18.1,card,ANON-0000-0000-0040,38.7,Cappuccino,0.105714286,34.67142857,35.64666667,0.098011424
21-04-2024,16:45.7,card,ANON-0000-0000-0001,37.72,Latte,-0.025322997,34.53142857,35.614,0.093066856
21-04-2024,15:37.5,card,ANON-0000-0000-0099,27.92,Americano,-0.25980912,33.69142857,35.25466667,0.11006674
21-04-2024,09:03.2,cash,,39,Cappuccino,0.396848138,35.13428571,35.26466667,0.14287164
22-04-2024,09:16.4,card,ANON-0000-0000-0012,27.92,Americano,-0.284102564,34.29428571,34.90533333,0.154636337
22-04-2024,29:27.1,card,ANON-0000-0000-0129,32.82,Americano with Milk,0.175501433,34.15428571,35.036,0.156265812
22-04-2024,40:33.0,cash,,39,Latte,0.188299817,34.72571429,35.20933333,0.161632825
22-04-2024,39:04.8,card,ANON-0000-0000-0009,37.72,Latte,-0.032820513,34.58571429,35.50333333,0.161734508
22-04-2024,02:29.2,cash,,39,Cappuccino,0.033934252,34.76857143,35.84,0.161775525
23-04-2024,43:26.2,card,ANON-0000-0000-0130,32.82,Americano with Milk,-0.158461538,35.46857143,35.644,0.166319046
23-04-2024,24:57.5,card,ANON-0000-0000-0009,37.72,Cappuccino,0.149299208,35.28571429,35.77466667,0.169306074
23-04-2024,42:27.8,card,ANON-0000-0000-0130,32.82,Americano with Milk,-0.12990456,35.98571429,35.57866667,0.167907943
23-04-2024,22:36.0,card,ANON-0000-0000-0025,37.72,Cappuccino,0.149299208,36.68571429,35.546,0.170579639
23-04-2024,23:53.1,card,ANON-0000-0000-0024,32.82,Americano with Milk,-0.12990456,35.80285714,35.35,0.173844569
24-04-2024,40:54.0,card,ANON-0000-0000-0134,37.72,Cappuccino,0.149299208,35.80285714,35.48066667,0.174020324
24-04-2024,19:38.3,card,ANON-0000-0000-0001,37.72,Latte,0,35.62,35.448,0.17094729
24-04-2024,21:27.3,card,ANON-0000-0000-0131,32.82,Americano with Milk,-0.12990456,35.62,35.252,0.170216501
24-04-2024,23:46.1,card,ANON-0000-0000-0132,32.82,Americano with Milk,0,34.92,35.08866667,0.166567205
24-04-2024,33:26.3,card,ANON-0000-0000-0133,32.82,Americano with Milk,0,34.92,34.92533333,0.166567205
24-04-2024,39:09.3,card,ANON-0000-0000-0059,32.82,Americano with Milk,0,34.22,34.762,0.166489045
24-04-2024,39:07.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,0,34.22,34.556,0.164958038
24-04-2024,39:50.0,card,ANON-0000-0000-0134,32.82,Americano with Milk,0,33.52,34.556,0.164813293
25-04-2024,46:08.1,card,ANON-0000-0000-0135,27.92,Americano,-0.149299208,32.12,34.39266667,0.157109508
25-04-2024,18:27.0,card,ANON-0000-0000-0009,37.72,Latte,0.351002865,32.82,34.52333333,0.151421282
25-04-2024,09:43.5,card,ANON-0000-0000-0012,27.92,Americano,-0.25980912,32.12,34.164,0.149023836
25-04-2024,10:49.2,card,ANON-0000-0000-0012,27.92,Americano,0,31.42,33.968,0.143863576
26-04-2024,32:07.1,card,ANON-0000-0000-0009,37.72,Hot Chocolate,0.351002865,32.12,34.262,0.158804008
26-04-2024,31:28.3,card,ANON-0000-0000-0137,37.72,Cappuccino,0,32.82,34.39266667,0.158510942
26-04-2024,24:33.8,card,ANON-0000-0000-0139,27.92,Americano,-0.25980912,32.12,34.19666667,0.169531633
26-04-2024,33:30.2,card,ANON-0000-0000-0009,37.72,Cocoa,0.351002865,33.52,34.28733333,0.182759092
26-04-2024,23:26.5,card,ANON-0000-0000-0138,27.92,Cortado,-0.25980912,32.12,33.928,0.190505244
26-04-2024,12:50.6,card,ANON-0000-0000-0001,37.72,Latte,0.351002865,33.52,33.928,0.202967708
26-04-2024,32:35.4,card,ANON-0000-0000-0012,27.92,Americano,-0.25980912,33.52,33.928,0.210337469
26-04-2024,01:30.6,card,ANON-0000-0000-0136,37.72,Latte,0.351002865,33.52,33.88533333,0.22127757
26-04-2024,33:33.1,card,ANON-0000-0000-0012,27.92,Americano,-0.25980912,32.12,33.88533333,0.228395099
27-04-2024,27:00.7,card,ANON-0000-0000-0009,37.72,Cappuccino,0.351002865,33.52,34.04866667,0.240827572
28-04-2024,29:02.4,card,ANON-0000-0000-0019,37.72,Latte,0,33.52,34.006,0.238127074
28-04-2024,32:52.5,card,ANON-0000-0000-0001,37.72,Latte,0,34.92,34.006,0.238127074
28-04-2024,30:09.7,card,ANON-0000-0000-0140,37.72,Cappuccino,0,34.92,33.96333333,0.238127074
28-04-2024,27:08.2,card,ANON-0000-0000-0012,27.92,Americano,-0.25980912,34.92,33.8,0.246938969
28-04-2024,28:11.4,card,ANON-0000-0000-0012,27.92,Americano,0,33.52,33.47333333,0.246938969
29-04-2024,12:33.2,card,ANON-0000-0000-0134,37.72,Cappuccino,0.351002865,34.92,33.63666667,0.257689734
29-04-2024,37:48.4,card,ANON-0000-0000-0140,37.72,Cappuccino,0,34.92,33.63666667,0.254133275
29-04-2024,13:37.9,card,ANON-0000-0000-0134,37.72,Cappuccino,0,34.92,33.8,0.243791693
29-04-2024,54:24.4,card,ANON-0000-0000-0141,32.82,Americano with Milk,-0.12990456,34.22,33.63666667,0.23738445
29-04-2024,53:35.7,card,ANON-0000-0000-0141,27.92,Cortado,-0.149299208,32.82,33.31,0.240827572
29-04-2024,28:53.9,card,ANON-0000-0000-0003,27.92,Cortado,0,32.82,33.14666667,0.228395099
29-04-2024,27:56.9,card,ANON-0000-0000-0003,27.92,Americano,0,32.82,32.98333333,0.228395099
29-04-2024,26:31.9,card,ANON-0000-0000-0141,27.92,Cortado,0,31.42,32.82,0.219527456
30-04-2024,16:41.5,card,ANON-0000-0000-0142,37.72,Latte,0.351002865,31.42,32.98333333,0.219527456
30-04-2024,34:52.2,card,ANON-0000-0000-0142,32.82,Americano with Milk,-0.12990456,30.72,32.98333333,0.212567405
30-04-2024,35:47.6,card,ANON-0000-0000-0142,32.82,Americano with Milk,0,30.72,32.98333333,0.198551801
30-04-2024,41:52.3,card,ANON-0000-0000-0142,27.92,Americano,-0.149299208,30.72,32.98333333,0.192056895
30-04-2024,43:00.0,card,ANON-0000-0000-0142,32.82,Americano with Milk,0.175501433,31.42,32.82,0.179562328
30-04-2024,19:18.1,card,ANON-0000-0000-0142,37.72,Cappuccino,0.149299208,32.82,33.14666667,0.170583291
30-04-2024,30:04.0,card,ANON-0000-0000-0142,32.82,Americano with Milk,-0.12990456,33.52,33.31,0.155917375
30-04-2024,31:21.0,card,ANON-0000-0000-0142,37.72,Latte,0.149299208,33.52,33.31,0.159257373
02-05-2024,19:56.4,card,ANON-0000-0000-0145,37.72,Cappuccino,0,34.22,33.31,0.159257373
02-05-2024,18:33.1,card,ANON-0000-0000-0145,37.72,Latte,0,34.92,33.63666667,0.159257373
02-05-2024,36:22.1,card,ANON-0000-0000-0144,37.72,Cappuccino,0,36.32,33.63666667,0.146016627
02-05-2024,41:11.2,card,ANON-0000-0000-0024,32.82,Americano with Milk,-0.12990456,36.32,33.8,0.149993744
02-05-2024,29:57.1,cash,,39,Latte,0.188299817,36.50285714,33.84266667,0.134598331
02-05-2024,33:55.7,card,ANON-0000-0000-0143,27.92,Americano,-0.284102564,35.80285714,33.84266667,0.149814154
02-05-2024,49:39.9,card,ANON-0000-0000-0133,32.82,Americano with Milk,0.175501433,35.10285714,33.67933333,0.155133652
03-05-2024,11:53.4,cash,,39,Latte,0.188299817,35.28571429,34.04866667,0.156948921
03-05-2024,30:00.9,card,ANON-0000-0000-0146,37.72,Latte,-0.032820513,35.28571429,34.04866667,0.152422534
03-05-2024,03:24.9,card,ANON-0000-0000-0147,37.72,Latte,0,35.28571429,34.04866667,0.152422534
06-05-2024,19:49.5,card,ANON-0000-0000-0151,37.72,Cappuccino,0,35.98571429,34.04866667,0.152422534
06-05-2024,18:13.0,card,ANON-0000-0000-0151,37.72,Cappuccino,0,35.80285714,34.04866667,0.152422534
06-05-2024,19:00.8,card,ANON-0000-0000-0148,27.92,Americano,-0.25980912,35.80285714,34.04866667,0.144896118
06-05-2024,18:11.0,card,ANON-0000-0000-0148,27.92,Cortado,0,35.10285714,34.04866667,0.141857431
06-05-2024,34:20.6,cash,,29,Americano,0.038681948,33.67428571,33.758,0.142091971
06-05-2024,08:05.9,card,ANON-0000-0000-0149,32.82,Americano with Milk,0.131724138,32.97428571,33.59466667,0.140019445
06-05-2024,09:08.0,card,ANON-0000-0000-0150,27.92,Americano,-0.149299208,31.57428571,33.268,0.13962603
06-05-2024,06:51.6,card,ANON-0000-0000-0149,37.72,Cappuccino,0.351002865,31.57428571,33.43133333,0.157041793
06-05-2024,05:17.9,card,ANON-0000-0000-0148,27.92,Americano,-0.25980912,30.17428571,33.43133333,0.165663026
06-05-2024,39:12.6,card,ANON-0000-0000-0141,27.92,Cortado,0,30.17428571,33.43133333,0.162162072
07-05-2024,35:37.2,cash,,34,Americano with Milk,0.217765043,31.04285714,33.634,0.169458034
07-05-2024,38:48.2,card,ANON-0000-0000-0153,37.72,Latte,0.109411765,32.28857143,33.96066667,0.170919551
07-05-2024,12:12.5,card,ANON-0000-0000-0154,37.72,Cappuccino,0,32.98857143,33.96066667,0.170919551
07-05-2024,37:46.4,card,ANON-0000-0000-0153,37.72,Cappuccino,0,34.38857143,34.124,0.167589079
07-05-2024,13:12.2,card,ANON-0000-0000-0154,37.72,Cappuccino,0,34.38857143,34.28733333,0.162904198
07-05-2024,42:07.9,card,ANON-0000-0000-0148,37.72,Cocoa,0,35.78857143,34.614,0.147439827
07-05-2024,23:34.9,card,ANON-0000-0000-0077,27.92,Cortado,-0.25980912,35.78857143,34.45066667,0.156017189
07-05-2024,21:58.5,card,ANON-0000-0000-0141,27.92,Cortado,0,34.92,34.124,0.149855169
07-05-2024,44:55.6,card,ANON-0000-0000-0148,37.72,Cocoa,0.351002865,34.92,34.28733333,0.169483797
07-05-2024,55:38.8,card,ANON-0000-0000-0152,27.92,Americano,-0.25980912,33.52,33.96066667,0.180194832
08-05-2024,07:28.9,card,ANON-0000-0000-0001,37.72,Latte,0.351002865,33.52,33.96066667,0.196494043
09-05-2024,54:21.8,card,ANON-0000-0000-0155,37.72,Cappuccino,0,33.52,33.96066667,0.196494043
09-05-2024,03:58.6,card,ANON-0000-0000-0156,27.92,Americano,-0.25980912,32.12,33.634,0.196494043
09-05-2024,04:57.6,card,ANON-0000-0000-0156,37.72,Latte,0.351002865,33.52,33.79733333,0.210002866
09-05-2024,06:11.3,card,ANON-0000-0000-0156,37.72,Latte,0,34.92,33.75466667,0.210151576
09-05-2024,07:16.4,card,ANON-0000-0000-0156,37.72,Latte,0,34.92,34.08133333,0.20897927
09-05-2024,55:14.6,card,ANON-0000-0000-0118,27.92,Americano,-0.25980912,34.92,33.918,0.215256411
09-05-2024,56:15.0,card,ANON-0000-0000-0118,27.92,Americano,0,33.52,33.54866667,0.200811026
09-05-2024,01:29.9,card,ANON-0000-0000-0157,27.92,Americano,0,32.12,33.222,0.191007356
09-05-2024,13:56.2,card,ANON-0000-0000-0143,32.82,Americano with Milk,0.175501433,32.82,33.05866667,0.194187837
10-05-2024,20:15.1,cash,,34,Americano with Milk,0.035953687,32.28857143,32.93466667,0.188913422
10-05-2024,47:32.5,card,ANON-0000-0000-0158,37.72,Latte,0.109411765,32.28857143,32.93466667,0.188913422
10-05-2024,09:22.0,cash,,39,Latte,0.033934252,32.47142857,33.304,0.188907625
10-05-2024,46:21.5,card,ANON-0000-0000-0158,37.72,Latte,-0.032820513,33.87142857,33.63066667,0.189218438
11-05-2024,38:16.1,card,ANON-0000-0000-0159,37.72,Latte,0,35.27142857,33.92133333,0.189218438
11-05-2024,39:52.9,card,ANON-0000-0000-0069,37.72,Latte,0,36.67142857,34.08466667,0.189218438
11-05-2024,02:43.6,cash,,39,Latte,0.033934252,37.55428571,34.454,0.177666558
11-05-2024,20:30.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,-0.158461538,37.38571429,34.29066667,0.182608635
11-05-2024,21:56.1,card,ANON-0000-0000-0026,37.72,Cocoa,0.149299208,37.38571429,34.61733333,0.168605164
11-05-2024,23:57.3,card,ANON-0000-0000-0040,37.72,Cappuccino,0,37.20285714,34.944,0.155977907
11-05-2024,28:54.1,card,ANON-0000-0000-0012,32.82,Americano with Milk,-0.12990456,36.50285714,34.90466667,0.139512
11-05-2024,35:40.3,card,ANON-0000-0000-0115,37.72,Cappuccino,0.149299208,36.50285714,34.90466667,0.143318562
12-05-2024,04:21.1,card,ANON-0000-0000-0012,32.82,Americano with Milk,-0.12990456,35.80285714,34.74133333,0.133027228
12-05-2024,52:14.9,card,ANON-0000-0000-0163,32.82,Americano with Milk,0,34.92,34.578,0.107203342
12-05-2024,38:02.4,card,ANON-0000-0000-0162,32.82,Americano with Milk,0,34.92,34.41466667,0.107203342
12-05-2024,41:30.6,card,ANON-0000-0000-0009,32.82,Americano with Milk,0,34.22,34.25133333,0.107203342
12-05-2024,27:39.0,card,ANON-0000-0000-0161,27.92,Americano,-0.149299208,32.82,34.25133333,0.095365739
12-05-2024,24:03.5,card,ANON-0000-0000-0160,37.72,Latte,0.351002865,33.52,34.578,0.12285828
12-05-2024,20:42.5,card,ANON-0000-0000-0001,37.72,Latte,0,33.52,34.578,0.12285828
12-05-2024,16:19.8,card,ANON-0000-0000-0077,37.72,Latte,0,34.22,34.90466667,0.117458662
13-05-2024,31:10.8,cash,,29,Americano,-0.231177094,33.67428571,34.614,0.129315436
13-05-2024,31:50.9,cash,,29,Americano,0,33.12857143,34.32333333,0.12672108
13-05-2024,03:53.3,card,ANON-0000-0000-0164,32.82,Americano with Milk,0.131724138,33.12857143,34.48666667,0.130170686
14-05-2024,51:25.2,card,ANON-0000-0000-0167,37.72,Hot Chocolate,0.149299208,34.52857143,34.48666667,0.134123946
14-05-2024,59:10.2,card,ANON-0000-0000-0166,37.72,Cappuccino,0,34.52857143,34.48666667,0.134123946
14-05-2024,57:57.2,card,ANON-0000-0000-0166,32.82,Americano with Milk,-0.12990456,33.82857143,34.32333333,0.137645776
14-05-2024,06:00.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,0,33.12857143,34.48666667,0.137437751
14-05-2024,04:54.6,card,ANON-0000-0000-0025,37.72,Cappuccino,0.149299208,34.37428571,34.81333333,0.135971593
14-05-2024,01:54.8,card,ANON-0000-0000-0040,27.92,Americano,-0.25980912,34.22,34.81333333,0.145238592
14-05-2024,32:29.4,card,ANON-0000-0000-0165,37.72,Latte,0.351002865,34.92,34.97666667,0.165644142
14-05-2024,19:23.2,card,ANON-0000-0000-0012,37.72,Cappuccino,0,34.92,35.10066667,0.162275583
14-05-2024,40:17.5,card,ANON-0000-0000-0012,27.92,Americano,-0.25980912,33.52,34.774,0.17056945
14-05-2024,39:25.5,card,ANON-0000-0000-0012,27.92,Americano,0,32.82,34.40466667,0.167869635
14-05-2024,38:14.6,card,ANON-0000-0000-0012,27.92,Americano,0,32.12,34.078,0.167869635
14-05-2024,34:12.9,card,ANON-0000-0000-0165,37.72,Cappuccino,0.351002865,32.12,34.078,0.184800767
15-05-2024,38:10.8,cash,,29,Americano,-0.231177094,32.27428571,33.78733333,0.193326265
15-05-2024,20:34.8,card,ANON-0000-0000-0171,37.72,Cappuccino,0.300689655,32.27428571,33.74466667,0.199753617
15-05-2024,28:58.6,card,ANON-0000-0000-0170,23.02,Espresso,-0.38971368,30.17428571,33.418,0.20636658
15-05-2024,39:44.4,card,ANON-0000-0000-0012,27.92,Cortado,0.212858384,30.17428571,33.09133333,0.211965616
15-05-2024,38:52.3,card,ANON-0000-0000-0169,27.92,Cortado,0,30.17428571,32.76466667,0.211965616
15-05-2024,36:27.3,card,ANON-0000-0000-0003,27.92,Americano,0,30.17428571,32.60133333,0.204451574
15-05-2024,35:29.2,card,ANON-0000-0000-0003,27.92,Americano,0,28.77428571,32.27466667,0.204451574
15-05-2024,34:35.1,card,ANON-0000-0000-0003,27.92,Americano,0,28.62,32.11133333,0.202735947
15-05-2024,19:10.0,card,ANON-0000-0000-0012,27.92,Americano,0,27.22,31.948,0.200153842
15-05-2024,14:19.4,card,ANON-0000-0000-0012,23.02,Espresso,-0.175501433,27.22,31.62133333,0.204178429
